,Name,Platform,Year_of_Release,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,IGN
4370,Defender,GC,2002,Misc,Midway Games,0.08,0.02,0.0,0.0,0.11,66.0,14.0,tbd,,Inevitable Entertainment,T,5.5
4371,Mushroom Men: Rise of the Fungi,DS,2008,Action,SouthPeak Games,0.1,0.0,0.0,0.01,0.11,45.0,16.0,7.3,4.0,Red Fly Studio,E,5.1
4372,The Polar Express,GC,2004,Adventure,THQ,0.08,0.02,0.0,0.0,0.11,40.0,7.0,4.7,9.0,Blue Tongue Entertainment,E,3.5
4373,BMX XXX,XB,2002,Sports,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.11,58.0,26.0,7.8,9.0,"Z-Axis, Ltd.",M,6.8
4374,ATV: Quad Frenzy,DS,2005,Racing,Majesco Entertainment,0.1,0.0,0.0,0.01,0.11,35.0,5.0,tbd,,Skyworks Technologies,E,4.8
4375,Touch Detective 2 1/2,DS,2007,Adventure,505 Games,0.09,0.0,0.01,0.01,0.11,67.0,13.0,tbd,,BeeWorks,E,6.8
4376,Frogger: Helmet Chaos,PSP,2005,Platform,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,66.0,18.0,6.4,5.0,Konami Computer Entertainment Hawaii,E,6.8
4377,Pimp My Ride,X360,2006,Racing,Activision,0.1,0.0,0.0,0.01,0.11,38.0,14.0,3.8,29.0,Eutechnyx,T,2.2
4378,Lady Sia,GBA,2001,Platform,TDK Mediactive,0.08,0.03,0.0,0.0,0.11,73.0,8.0,tbd,,RFX Interactive,E,8.0
4379,Robotech: Invasion,PS2,2004,Shooter,Global Star,0.05,0.04,0.0,0.01,0.11,57.0,33.0,tbd,,Vicious Cycle,T,7.4
4380,Dr. Seuss' The Cat in the Hat,XB,2003,Misc,Vivendi Games,0.08,0.02,0.0,0.0,0.11,56.0,6.0,tbd,,Magenta Software,E,6.0
4381,Hellboy: The Science of Evil,X360,2008,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,44.0,31.0,5.7,9.0,Krome Studios,T,3.5
4382,Sonic Generations,PC,2011,Platform,Sega,0.02,0.07,0.0,0.02,0.11,77.0,11.0,8.3,337.0,Sega,E,8.5
4383,Astro Boy: The Video Game,Wii,2009,Action,D3Publisher,0.1,0.0,0.0,0.01,0.11,48.0,17.0,3.5,4.0,High Voltage Software,E10+,5.7
4384,Planet 51,X360,2009,Action,Sega,0.07,0.03,0.0,0.01,0.11,53.0,13.0,tbd,,Pyro Studios,E,5.0
4385,Rengoku: The Tower of Purgatory,PSP,2005,Action,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,43.0,30.0,5.6,22.0,Neverland,M,6.0
4386,Bust-A-Move DS,DS,2005,Puzzle,505 Games,0.08,0.02,0.0,0.01,0.11,75.0,14.0,7,6.0,Happy Happening,E,7.5
4387,Dynasty Warriors Advance,GBA,2005,Action,Nintendo,0.08,0.03,0.0,0.0,0.11,56.0,22.0,tbd,,Koei,E,4.0
4388,Aqua Aqua,PS2,2000,Puzzle,3DO,0.05,0.04,0.0,0.01,0.11,79.0,14.0,tbd,,Zed Two Limited,E,7.7
4389,BlazBlue: Continuum Shift II,3DS,2011,Fighting,PQube,0.05,0.01,0.04,0.01,0.11,64.0,14.0,6.1,19.0,Arc System Works,T,7.5
4390,Mega Man Zero 4,GBA,2005,Platform,Capcom,0.08,0.03,0.0,0.0,0.11,77.0,17.0,9.1,21.0,Inti,E,7.5
4391,Where the Wild Things Are,PS3,2009,Platform,Warner Bros. Interactive Entertainment,0.09,0.01,0.0,0.01,0.11,53.0,8.0,4.8,4.0,Griptonite Games,E10+,6.5
4392,Dawn of Discovery,DS,2009,Simulation,Ubisoft,0.07,0.03,0.0,0.01,0.11,82.0,11.0,7.3,7.0,Keen Games,E,8.2
4393,Tiger Woods PGA Tour 06,GC,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.11,82.0,19.0,4.8,4.0,EA Sports,E,8.4
4394,ArmA III,PC,2013,Shooter,Bohemia Interactive,0.0,0.1,0.0,0.01,0.11,74.0,38.0,7.4,866.0,Bohemia Interactive,M,7.0
4395,Tetris Evolution,X360,2007,Puzzle,THQ,0.08,0.02,0.0,0.01,0.11,52.0,21.0,tbd,,Mass Media,E,6.3
4396,Reign of Fire,GC,2002,Shooter,BAM! Entertainment,0.08,0.02,0.0,0.0,0.11,54.0,9.0,5.9,7.0,Kuju Entertainment,T,6.0
4397,MLB 14: The Show,PSV,2014,Sports,Sony Computer Entertainment America,0.08,0.0,0.0,0.03,0.11,68.0,6.0,7,25.0,SCEA San Diego Studios,E,7.1
4398,Rogue Warrior,X360,2009,Shooter,Bethesda Softworks,0.09,0.01,0.0,0.01,0.11,28.0,33.0,2.8,64.0,Rebellion,M,1.5
4399,Sniper Elite,Wii,2010,Shooter,Reef Entertainment,0.07,0.02,0.0,0.01,0.11,71.0,4.0,tbd,,Rebellion,M,7.5
4400,Mace Griffin: Bounty Hunter,XB,2003,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,64.0,27.0,8.2,11.0,Warthog,M,6.3
4401,Martian Gothic: Unification,PS,2001,Adventure,Take-Two Interactive,0.06,0.04,0.0,0.01,0.11,64.0,4.0,6.1,16.0,Coyote Developments,M,7.9
4402,Fight Club,XB,2004,Fighting,Vivendi Games,0.08,0.02,0.0,0.0,0.11,37.0,29.0,4.7,13.0,Genuine Games,M,4.5
4403,Tom Clancy's Splinter Cell: Conviction,PC,2010,Action,Ubisoft,0.0,0.08,0.0,0.02,0.11,83.0,20.0,5.2,672.0,Ubisoft Montreal,M,7.0
4404,Total Immersion Racing,PS2,2002,Racing,Empire Interactive,0.05,0.04,0.0,0.01,0.11,59.0,7.0,tbd,,Razorworks Studios,E,7.0
4405,The Hardy Boys: The Hidden Theft,Wii,2009,Adventure,The Adventure Company,0.07,0.03,0.0,0.01,0.11,50.0,5.0,tbd,,XPEC Entertainment Inc.,E10+,6.0
4406,FlatOut: Ultimate Carnage,X360,2007,Racing,Empire Interactive,0.07,0.02,0.0,0.01,0.11,80.0,44.0,8.8,66.0,Bugbear,T,7.8
4407,Dragon Ball Z: Battle of Z,PSV,2014,Fighting,Namco Bandai Games,0.0,0.04,0.06,0.01,0.11,66.0,7.0,7.5,54.0,Artdink,T,6.6
4408,Lucha Libre AAA: Heroes del Ring,PS3,2010,Fighting,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.11,54.0,6.0,7.1,10.0,Immersion Software & Graphics,T,5.0
4409,Dead to Rights II,XB,2005,Shooter,Electronic Arts,0.08,0.02,0.0,0.0,0.11,54.0,35.0,7.4,5.0,Namco,M,6.8
4410,Cabela's Dangerous Hunts 2,XB,2005,Sports,Activision,0.08,0.02,0.0,0.0,0.11,63.0,4.0,tbd,,Sand Grain Studios,T,6.3
4411,SimCity 2000,GBA,2003,Simulation,Zoo Digital Publishing,0.08,0.03,0.0,0.0,0.11,62.0,9.0,7.8,11.0,Full-Fat,E,6.5
4412,X-Men: The Official Game,DS,2006,Action,Activision,0.1,0.0,0.0,0.01,0.1,50.0,17.0,7.8,6.0,Amaze Entertainment,E10+,5.0
4413,"Sakura Wars: So Long, My Love",Wii,2010,Role-Playing,Ackkstudios,0.05,0.04,0.0,0.01,0.1,75.0,30.0,7.3,31.0,Idea Factory,T,9.0
4414,Rocky Balboa,PSP,2007,Sports,Ubisoft,0.01,0.09,0.0,0.01,0.1,58.0,17.0,6.6,11.0,Ubisoft,T,4.7
4415,Top Spin,PS2,2005,Sports,Take-Two Interactive,0.05,0.04,0.0,0.01,0.1,67.0,28.0,7.8,12.0,Pam Development,E,7.4
4416,UFC: Tapout 2,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,66.0,14.0,7.3,4.0,DreamFactory,T,7.1
4417,The Godfather: Mob Wars,PSP,2006,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,59.0,34.0,7.9,16.0,Page 44 Studios,M,6.2
4418,Vexx,XB,2003,Platform,Acclaim Entertainment,0.08,0.02,0.0,0.0,0.1,70.0,21.0,8.5,10.0,Acclaim,T,7.6
4419,F1 Career Challenge,PS2,2003,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.1,70.0,15.0,7.7,15.0,Electronic Arts,E,7.4
4420,Pariah,XB,2005,Action,Hip Interactive,0.08,0.02,0.0,0.0,0.1,70.0,52.0,7.4,19.0,Digital Extremes,M,7.8
4421,Metal Slug 3,XB,2004,Shooter,Ignition Entertainment,0.08,0.02,0.0,0.0,0.1,76.0,56.0,5.1,15.0,SNK,T,6.8
4422,Winning Eleven: Pro Evolution Soccer 2007,X360,2006,Sports,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,79.0,22.0,6.5,33.0,KCET,E,6.1
4423,Gallop Racer 2006,PS2,2005,Sports,Tecmo Koei,0.02,0.02,0.06,0.01,0.1,69.0,15.0,8.3,8.0,Tecmo,E,8.5
4424,The First Templar,X360,2011,Action,Kalypso Media,0.06,0.04,0.0,0.01,0.1,52.0,21.0,6.3,26.0,Haemimont,T,4.0
4425,Patapon 2,PSP,2008,Misc,Sony Computer Entertainment,0.0,0.03,0.06,0.01,0.1,81.0,49.0,8.3,62.0,SCE Japan Studio,E,9.5
4426,Frogger: Ancient Shadow,PS2,2005,Platform,Konami Digital Entertainment,0.05,0.04,0.0,0.01,0.1,54.0,17.0,4,5.0,Hudson Soft,E,5.3
4427,Princess Debut,DS,2008,Misc,Cave,0.1,0.0,0.0,0.01,0.1,71.0,6.0,7.4,7.0,Cave,E,7.0
4428,Pro Evolution Soccer 2014,PC,2013,Action,Konami Digital Entertainment,0.0,0.1,0.0,0.01,0.1,74.0,9.0,4.4,239.0,Konami,E,8.4
4429,Metal Arms: Glitch in the System,GC,2003,Shooter,Vivendi Games,0.08,0.02,0.0,0.0,0.1,83.0,30.0,9.3,19.0,Swingin' Ape,T,8.3
4430,Escape From Monkey Island,PS2,2001,Adventure,LucasArts,0.05,0.04,0.0,0.01,0.1,84.0,21.0,8.2,11.0,LucasArts,T,8.7
4431,The Lord of the Rings: Conquest,DS,2009,Action,Electronic Arts,0.09,0.01,0.0,0.01,0.1,61.0,9.0,7.8,6.0,Artificial Mind and Movement,E10+,7.0
4432,Gretzky NHL,PSP,2005,Sports,Sony Computer Entertainment,0.1,0.0,0.0,0.01,0.1,61.0,23.0,7.4,10.0,Page 44 Studios,E,7.5
4433,Dropship: United Peace Force,PS2,2002,Simulation,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,78.0,17.0,8.6,10.0,SCEE,T,7.9
4434,Road Rash: Jailbreak,GBA,2003,Racing,Zoo Digital Publishing,0.07,0.03,0.0,0.0,0.1,78.0,15.0,9.3,23.0,Magic Pockets,T,7.9
4435,Syberia,XB,2003,Action,Microids,0.08,0.02,0.0,0.0,0.1,72.0,17.0,7,5.0,Microids,T,4.4
4436,Thrillville: Off the Rails,PSP,2007,Strategy,LucasArts,0.09,0.0,0.0,0.01,0.1,72.0,7.0,0.6,24.0,Frontier Developments,E10+,4.5
4437,Exit DS,DS,2008,Puzzle,Square Enix,0.09,0.0,0.01,0.01,0.1,64.0,25.0,6.7,6.0,Moss,E,6.5
4438,Riviera: The Promised Land,GBA,2004,Role-Playing,Sting,0.07,0.03,0.0,0.0,0.1,76.0,26.0,9.2,21.0,Sting,T,6.2
4439,Yggdra Union: We'll Never Fight Alone,PSP,2008,Role-Playing,Sting,0.05,0.0,0.04,0.01,0.1,73.0,17.0,7.9,18.0,Sting,T,7.7
4440,Bujingai: The Forsaken City,PS2,2003,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,72.0,28.0,7.5,14.0,Taito Corporation,T,7.4
4441,Universe at War: Earth Assault,X360,2008,Action,Sega,0.09,0.01,0.0,0.01,0.1,66.0,44.0,8.3,57.0,Petroglyph,T,6.3
4442,Rome: Total War,PC,2004,Strategy,Activision,0.0,0.09,0.0,0.02,0.1,92.0,58.0,9.1,1050.0,Creative Assembly,T,9.4
4443,Doom 3,PC,2004,Shooter,Activision,0.05,0.04,0.0,0.01,0.1,87.0,83.0,7.6,896.0,id Software,M,9.3
4444,WireWay,DS,2009,Adventure,Konami Digital Entertainment,0.1,0.0,0.0,0.01,0.1,62.0,9.0,tbd,,Konami,E,5.7
4445,Astro Boy: The Video Game,DS,2009,Action,D3Publisher,0.09,0.0,0.0,0.01,0.1,34.0,9.0,tbd,,Art,E,5.7
4446,JU-ON: The Grudge,Wii,2009,Action,Rising Star Games,0.07,0.01,0.01,0.01,0.1,39.0,32.0,5.6,34.0,FeelPlus,M,2.5
4447,Colin McRae Rally 04,XB,2004,Racing,Codemasters,0.08,0.02,0.0,0.0,0.1,84.0,33.0,8.1,19.0,Codemasters,E,8.7
4448,Monster Jam: Maximum Destruction,GBA,2002,Racing,Ubisoft,0.07,0.03,0.0,0.0,0.1,58.0,8.0,tbd,,UDS,E,3.6
4449,FIFA Street,XB,2005,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,60.0,21.0,8,9.0,EA Canada,E,8.0
4450,Hot Wheels: Stunt Track Challenge,XB,2004,Racing,THQ,0.08,0.02,0.0,0.0,0.1,63.0,11.0,6.2,5.0,Climax Group,E,5.5
4451,Blitz: The League II,X360,2008,Sports,Midway Games,0.08,0.01,0.0,0.01,0.1,68.0,34.0,7.2,13.0,Midway,M,5.5
4452,Capcom vs. SNK 2 EO,XB,2003,Fighting,Capcom,0.08,0.02,0.0,0.0,0.1,80.0,26.0,8.7,13.0,Capcom,T,8.6
4453,Hunter: The Reckoning,GC,2002,Action,Virgin Interactive,0.08,0.02,0.0,0.0,0.1,70.0,13.0,7.6,7.0,High Voltage Software,M,6.8
4454,Freaky Flyers,PS2,2003,Racing,Midway Games,0.05,0.04,0.0,0.01,0.1,66.0,20.0,tbd,,Midway Studios - San Diego,T,7.0
4455,Baten Kaitos Origins,GC,2006,Role-Playing,Unknown,0.06,0.02,0.02,0.0,0.1,75.0,21.0,8.9,23.0,"Monolith Soft, Namco Bandai Games",T,8.3
4456,Dark Summit,XB,2001,Sports,THQ,0.08,0.02,0.0,0.0,0.1,71.0,26.0,tbd,,Radical Entertainment,T,6.5
4457,NHL 2004,GC,2003,Sports,Electronic Arts,0.08,0.02,0.0,0.0,0.1,85.0,18.0,8.4,7.0,EA Sports,E,8.8
4458,Surf's Up,X360,2007,Sports,Ubisoft,0.09,0.0,0.0,0.01,0.1,61.0,15.0,6.1,9.0,Ubisoft,E10+,5.5
4459,X-Men: The Official Game,XB,2006,Action,Activision,0.08,0.02,0.0,0.0,0.1,53.0,38.0,8.1,7.0,"Z-Axis, Ltd.",T,5.0
4460,Scribblenauts Unmasked: A DC Comics Adventure,WiiU,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,17.0,6.3,39.0,5TH Cell,E10+,9.1
4461,The Ant Bully,PS2,2006,Platform,Midway Games,0.05,0.04,0.0,0.01,0.1,52.0,19.0,4.2,6.0,Artificial Mind and Movement,E10+,4.5
4462,Conflict: Global Terror,XB,2005,Shooter,SCi,0.08,0.02,0.0,0.0,0.1,62.0,24.0,7.9,8.0,Pivotal Games,M,6.0
4463,Monster Rancher EVO,PS2,2005,Role-Playing,Tecmo Koei,0.02,0.02,0.05,0.01,0.1,58.0,16.0,6.8,8.0,Tecmo,E10+,6.5
4464,Karaoke Revolution,PS3,2009,Misc,Konami Digital Entertainment,0.07,0.02,0.0,0.01,0.1,66.0,8.0,tbd,,Blitz Games Studios,T,6.8
4465,Terraria,PSV,2013,Action,Screenlife,0.0,0.01,0.09,0.0,0.1,85.0,17.0,7.8,112.0,Engine Software,T,9.2
4466,Draglade,DS,2007,Fighting,505 Games,0.09,0.0,0.0,0.01,0.1,71.0,23.0,7.5,4.0,Dimps Corporation,E10+,7.0
4467,Scribblenauts Unmasked: A DC Comics Adventure,3DS,2013,Puzzle,Warner Bros. Interactive Entertainment,0.09,0.0,0.0,0.01,0.1,68.0,7.0,6.2,20.0,5TH Cell,E10+,9.1
4468,Jade Cocoon 2,PS2,2001,Role-Playing,Ubisoft,0.05,0.04,0.0,0.01,0.1,76.0,16.0,7.8,22.0,Genki,T,7.9
4469,Mana Khemia: Student Alliance,PSP,2008,Role-Playing,Nippon Ichi Software,0.06,0.0,0.03,0.01,0.1,41.0,19.0,5.3,37.0,Gust,E10+,2.7
4470,Van Helsing,GBA,2004,Action,Activision,0.07,0.03,0.0,0.0,0.1,33.0,11.0,6.3,6.0,Saffire,T,2.5
4471,Bee Movie Game,PS2,2007,Action,Activision,0.05,0.04,0.0,0.01,0.1,65.0,11.0,7.5,4.0,Beenox,E,6.8
4472,Kelly Slater's Pro Surfer,XB,2002,Sports,Activision,0.08,0.02,0.0,0.0,0.1,80.0,15.0,8,5.0,Treyarch,E,8.9
4473,NFL Tour,X360,2008,Sports,Electronic Arts,0.09,0.0,0.0,0.01,0.1,49.0,35.0,3.1,45.0,EA Tiburon,E,4.7
4474,Master of the Monster Lair,DS,2007,Role-Playing,Rising Star Games,0.09,0.0,0.0,0.01,0.1,56.0,8.0,tbd,,Global A,E10+,6.3
4475,Vanishing Point,PS,2001,Racing,Acclaim Entertainment,0.06,0.04,0.0,0.01,0.1,68.0,11.0,tbd,,Clockwork Games,E,4.5
4476,The Bard's Tale,XB,2004,Role-Playing,Ubisoft,0.08,0.02,0.0,0.0,0.1,75.0,50.0,8.8,4.0,InXile Entertainment,T,8.2
4477,Alien Hominid,PS2,2004,Shooter,Zoo Digital Publishing,0.05,0.04,0.0,0.01,0.1,78.0,47.0,8.3,13.0,The Behemoth,T,8.5
4478,Myst,DS,2007,Adventure,Midway Games,0.09,0.0,0.0,0.01,0.1,43.0,25.0,3.5,6.0,Hoplite Research,E,7.5
4479,Tom Clancy's Ghost Recon: Predator,PSP,2010,Shooter,Ubisoft,0.07,0.02,0.0,0.02,0.1,54.0,15.0,tbd,,Virtuos,T,6.0
4480,Tom Clancy's Splinter Cell,GBA,2003,Action,Ubisoft,0.07,0.03,0.0,0.0,0.1,77.0,21.0,8.6,8.0,Ubisoft Montreal,T,9.0
4481,Bullet Witch,X360,2006,Shooter,Atari,0.07,0.01,0.02,0.01,0.1,55.0,59.0,6.1,41.0,Cavia Inc.,M,4.0
4482,Spider-Man: Web of Shadows,DS,2008,Action,Activision,0.09,0.0,0.0,0.01,0.1,77.0,12.0,7.5,14.0,Griptonite Games,E10+,5.3
4483,Pinball Hall of Fame: The Williams Collection,3DS,2011,Misc,Crave Entertainment,0.09,0.0,0.0,0.01,0.1,67.0,5.0,7.3,8.0,Crave,E10+,8.5
4484,Rolling Stone: Drum King,Wii,2009,Misc,505 Games,0.09,0.0,0.0,0.01,0.1,32.0,4.0,1.8,4.0,505 Games,T,3.0
4485,NBA Ballers: Rebound,PSP,2006,Sports,Midway Games,0.09,0.0,0.0,0.01,0.1,69.0,17.0,7.7,7.0,Backbone Entertainment,E,7.4
4486,Silent Scope Complete,XB,2004,Shooter,Konami Digital Entertainment,0.07,0.02,0.0,0.0,0.1,69.0,25.0,7.4,5.0,Konami,M,7.0
4487,King's Field: The Ancient City,PS2,2001,Role-Playing,Metro 3D,0.05,0.04,0.0,0.01,0.1,60.0,14.0,8.5,13.0,From Software,T,6.6
4488,Leisure Suit Larry: Box Office Bust,PS3,2009,Adventure,Codemasters,0.06,0.03,0.0,0.01,0.1,17.0,11.0,1.7,37.0,Team 17,M,2.0
4489,Attack of the Movies 3D,Wii,2010,Shooter,Majesco Entertainment,0.09,0.0,0.0,0.01,0.1,39.0,6.0,tbd,,"Majesco Games, Majesco",T,4.0
4490,Little League World Series Baseball 2010,X360,2010,Sports,Activision,0.09,0.0,0.0,0.01,0.1,55.0,4.0,tbd,,Now Production,E,6.0
4491,Indigo Prophecy,XB,2005,Adventure,Atari,0.07,0.03,0.0,0.0,0.1,84.0,51.0,7.7,39.0,Quantic Dream,M,8.4
4492,Over the Hedge,XB,2006,Platform,Activision,0.07,0.02,0.0,0.0,0.1,61.0,26.0,tbd,,Edge of Reality,E10+,6.5
4493,World Series of Poker 2008: Battle for the Bracelets,PS3,2007,Misc,Activision,0.08,0.01,0.0,0.01,0.1,75.0,6.0,tbd,,Left Field Productions,T,5.5
4494,Sneakers,XB,2002,Puzzle,Microsoft Game Studios,0.07,0.02,0.0,0.0,0.1,28.0,13.0,4.6,8.0,Media Vision,E,2.0
4495,NHL 2K6,X360,2005,Sports,Take-Two Interactive,0.09,0.0,0.0,0.01,0.1,75.0,37.0,6.1,24.0,2K Sports,E10+,7.5
4496,X-Men: Destiny,Wii,2011,Action,Activision,0.07,0.02,0.0,0.01,0.1,36.0,10.0,4.5,15.0,Silicon Knights,T,3.5
4497,College Hoops 2K6,XB,2005,Sports,Take-Two Interactive,0.07,0.02,0.0,0.0,0.1,82.0,17.0,9.2,6.0,2K Sports,E,7.4
4498,Contact,DS,2006,Role-Playing,Rising Star Games,0.07,0.0,0.03,0.01,0.1,73.0,36.0,8.2,35.0,Grasshopper Manufacture,E10+,7.5
4499,Harvey Birdman: Attorney at Law,PSP,2008,Adventure,Capcom,0.09,0.0,0.0,0.01,0.1,62.0,19.0,8,8.0,High Voltage Software,T,7.0
4500,Tom Clancy's HAWX 2,Wii,2010,Action,Ubisoft,0.06,0.03,0.0,0.01,0.1,47.0,11.0,tbd,,Ubisoft,T,4.0
4501,Predator: Concrete Jungle,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.1,46.0,17.0,8,10.0,Eurocom Entertainment Software,M,5.5
4502,Star Trek: Shattered Universe,PS2,2004,Simulation,Global Star,0.05,0.04,0.0,0.01,0.1,42.0,19.0,8.3,18.0,Starsphere Interactive,E,3.9
4503,NeverDead,X360,2012,Shooter,Konami Digital Entertainment,0.06,0.03,0.0,0.01,0.1,52.0,46.0,5.5,65.0,Rebellion,M,3.0
4504,EyeToy: Operation Spy,PS2,2005,Action,Sony Computer Entertainment,0.05,0.04,0.0,0.01,0.1,53.0,23.0,tbd,,SCEE London Studio,E,6.0
4505,Thor: God of Thunder,3DS,2011,Action,Sega,0.06,0.03,0.0,0.01,0.1,55.0,10.0,4.2,5.0,Red Fly Studio,T,6.0
4506,Cubic Ninja,3DS,2011,Platform,Ubisoft,0.05,0.04,0.0,0.01,0.1,51.0,15.0,5.9,14.0,AQ Interactive,E,5.5
4507,Reign of Fire,XB,2002,Shooter,BAM! Entertainment,0.07,0.02,0.0,0.0,0.1,54.0,13.0,tbd,,Bam Entertainment,M,6.0
4508,Blue Dragon: Awakened Shadow,DS,2009,Role-Playing,Namco Bandai Games,0.06,0.0,0.03,0.0,0.1,63.0,27.0,6.6,10.0,Tri-Crescendo,E10+,8.0
4509,Star Wars: Lethal Alliance,DS,2006,Action,Ubisoft,0.08,0.01,0.0,0.01,0.1,57.0,15.0,tbd,,Ubisoft Casablanca,E10+,7.0
4510,Shining Force EXA,PS2,2007,Role-Playing,Sega,0.0,0.0,0.1,0.0,0.1,64.0,24.0,7.3,17.0,Neverland,E10+,7.0
4511,MySims SkyHeroes,X360,2010,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,56.0,15.0,5.5,4.0,Behaviour Interactive,E10+,7.0
4512,Ford Racing 3,DS,2005,Racing,Zoo Digital Publishing,0.09,0.0,0.0,0.01,0.1,49.0,5.0,tbd,,Visual Impact,E,5.0
4513,Ice Age 2: The Meltdown,XB,2006,Platform,Vivendi Games,0.07,0.02,0.0,0.0,0.1,68.0,16.0,tbd,,Vivendi Games,E10+,7.5
4514,Guilty Gear Isuka,PS2,2004,Fighting,505 Games,0.05,0.04,0.0,0.01,0.1,73.0,39.0,7.5,13.0,Arc System Works,T,7.2
4515,Tornado Outbreak,Wii,2009,Action,Konami Digital Entertainment,0.09,0.0,0.0,0.01,0.1,71.0,7.0,8.2,5.0,Loose Cannon Studios,E10+,8.1
4516,MotoGP 2,XB,2003,Racing,THQ,0.07,0.02,0.0,0.0,0.1,87.0,23.0,8.5,14.0,Climax Group,E,8.3
4517,Heatseeker,Wii,2007,Action,Codemasters,0.08,0.0,0.0,0.01,0.1,62.0,25.0,6.2,32.0,IR Gurus,T,4.0
4518,Ar tonelico: Melody of Elemia,PS2,2006,Role-Playing,505 Games,0.0,0.0,0.1,0.0,0.1,71.0,30.0,7.7,43.0,Gust,T,7.4
4519,Ninja Reflex,DS,2008,Action,Electronic Arts,0.09,0.0,0.0,0.01,0.1,54.0,13.0,tbd,,Sanzaru Games,E10+,6.0
4520,Cartoon Network: Punch Time Explosion,3DS,2011,Fighting,Deep Silver,0.07,0.02,0.0,0.01,0.1,58.0,16.0,5.9,28.0,Papaya Studios,E10+,4.5
4521,Bejeweled Twist,DS,2010,Puzzle,PopCap Games,0.0,0.08,0.0,0.01,0.1,77.0,10.0,tbd,,Griptonite Games,E,7.0
4522,SNK vs. Capcom Card Fighters DS,DS,2006,Strategy,Ignition Entertainment,0.09,0.0,0.0,0.01,0.1,48.0,19.0,4.8,6.0,SNK Playmore,T,3.5
4523,Medieval II: Total War,PC,2006,Strategy,Sega,0.0,0.08,0.0,0.02,0.1,88.0,39.0,8.9,648.0,Creative Assembly,T,8.8
4524,Darkest of Days,X360,2009,Shooter,Phantom EFX,0.09,0.0,0.0,0.01,0.1,44.0,25.0,4.8,76.0,8Monkey Labs,M,3.6
4525,NASCAR,PSP,2006,Racing,Electronic Arts,0.09,0.0,0.0,0.01,0.1,66.0,13.0,5.3,6.0,Exient Entertainment,E,6.8
4526,Shox,PS2,2002,Racing,Electronic Arts,0.05,0.04,0.0,0.01,0.09,78.0,16.0,tbd,,Electronic Arts,E,7.8
4527,Playboy: The Mansion,XB,2005,Simulation,Ubisoft,0.07,0.02,0.0,0.0,0.09,61.0,43.0,4.1,9.0,Cyberlore Studios,M,6.9
4528,Barnyard,PS2,2006,Action,THQ,0.05,0.04,0.0,0.01,0.09,62.0,13.0,8.7,10.0,Blue Tongue Entertainment,E10+,6.0
4529,Pac-Man World 3,GC,2005,Platform,Namco Bandai Games,0.07,0.02,0.0,0.0,0.09,66.0,17.0,7.3,10.0,Blitz Games,E,4.0
4530,Rocky,GC,2002,Fighting,Rage Software,0.07,0.02,0.0,0.0,0.09,74.0,17.0,tbd,,Rage Software,T,8.7
4531,Glory Days 2,DS,2007,Strategy,Ghostlight,0.08,0.0,0.0,0.01,0.09,73.0,28.0,7.3,6.0,odenis studio,E10+,8.0
4532,Brain Age: Concentration Training,3DS,2012,Puzzle,Nintendo,0.09,0.0,0.0,0.01,0.09,71.0,11.0,7.9,17.0,Nintendo,E,7.8
4533,NFL Blitz 20-02,XB,2002,Sports,Midway Games,0.07,0.02,0.0,0.0,0.09,77.0,17.0,tbd,,Point of View,E,7.9
4534,Robots,XB,2005,Action,Vivendi Games,0.07,0.02,0.0,0.0,0.09,60.0,4.0,tbd,,Eurocom Entertainment Software,E,5.0
4535,Speed Kings,PS2,2003,Racing,Acclaim Entertainment,0.05,0.04,0.0,0.01,0.09,61.0,13.0,7.8,6.0,Climax Group,E,5.5
4536,Dungeons,PC,2011,Strategy,Kalypso Media,0.07,0.02,0.0,0.01,0.09,65.0,35.0,4.6,106.0,Realmforge Studios,M,6.5
4537,Little League World Series Baseball 2008,Wii,2008,Sports,Activision,0.09,0.0,0.0,0.01,0.09,70.0,8.0,8,6.0,Now Production,E,5.0
4538,Bladestorm: The Hundred Years' War,X360,2007,Action,Tecmo Koei,0.08,0.01,0.0,0.01,0.09,63.0,26.0,6.8,16.0,Omega Force,T,6.5
